positive_comment_ratio,neutral_comment_ratio,negative_comment_ratio,disengagement_keyword_ratio,average_engagement_score,low_engagement_video_ratio,repeated_title_ratio,quiet_quitting_risk_score,risk_label
0.4678,0.3261,0.2061,0.1425,6.6015,0.8141,0.701,70,High
